CPU name,cpu bench (higher = better)
Intel Xeon X3220 @ 2.40GHz,"1,918"
AMD Opteron 3320 EE,"1,918"
Intel Core2 Extreme Q9300 @ 2.53GHz,"1,918"
Intel Core2 Quad Q9100 @ 2.26GHz,"1,915"
Intel Celeron G1850 @ 2.90GHz,"1,915"
"Qualcomm Technologies, Inc BENGAL-IOT","1,912"
Intel Pentium G3420T @ 2.70GHz,"1,912"
AMD Opteron X2170 APU,"1,911"
P22,"1,908"
Intel Core i5-3439Y @ 1.50GHz,"1,907"
Intel Core i5-4422E @ 1.80GHz,"1,907"
AMD PRO A6-8570,"1,906"
AMD Phenom II X4 B05e,"1,906"
"Qualcomm Technologies, Inc SDM630","1,906"
Intel Core M-5Y10a @ 0.80GHz,"1,905"
AMD Opteron 2419 EE,"1,902"
Intel Core M-5Y10c @ 0.80GHz,"1,901"
Intel Core i3-3130M @ 2.60GHz,"1,900"
Intel Core i5-560M @ 2.67GHz,"1,900"
Intel Core i7-920XM @ 2.00GHz,"1,899"
AMD Opteron 1385,"1,898"
Allwinner A523,"1,898"
Intel Pentium G3220 @ 3.00GHz,"1,895"
HiSilicon Kirin 659,"1,893"
Intel Pentium G2120 @ 3.10GHz,"1,892"
MT6765V/WB,"1,891"
Intel Core i5-2510E @ 2.50GHz,"1,889"
Intel Atom C3538 @ 2.10GHz,"1,889"
AMD Phenom 9950 Quad-Core,"1,884"
Intel Core2 Quad Q8300 @ 2.50GHz,"1,883"
AMD PRO A6-8550B,"1,882"
Intel Core i5-2515E @ 2.50GHz,"1,882"
AMD A6-9500,"1,876"
Intel Core i3-4030U @ 1.90GHz,"1,873"
Intel Xeon E5345 @ 2.33GHz,"1,868"
AMD Athlon 5370 APU,"1,867"
AMD Opteron 2378,"1,864"
Intel Core i3-5015U @ 2.10GHz,"1,864"
AMD A8-5550M APU,"1,863"
AMD Athlon II X3 455,"1,863"
Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android,"1,862"
Intel Core i3-4110U @ 1.90GHz,"1,860"
MediaTek MT6765V/CB,"1,855"
Intel Core i5-4230U @ 1.90GHz,"1,853"
Intel Core i3-2105 @ 3.10GHz,"1,851"
Intel Pentium 1403 @ 2.60GHz,"1,851"
AMD A6-3620 APU,"1,851"
ARM Cortex-A53 6 Core 1896 MHz,"1,851"
Intel Celeron G3900TE @ 2.30GHz,"1,850"
MediaTek MT6797,"1,849"
Intel Core i3-4100E @ 2.40GHz,"1,848"
Intel Core i3-2100 @ 3.10GHz,"1,848"
Intel Core i3-2310E @ 2.10GHz,"1,845"
AMD Phenom II X3 B77,"1,844"
MT6765,"1,842"
Intel Xeon X3323 @ 2.50GHz,"1,837"
Samsung Exynos 7420,"1,836"
Samsung Exynos 7885,"1,836"
AMD A6-7480,"1,836"
AMD Phenom 9750 Quad-Core,"1,833"
Intel Atom x6211E @ 1.30GHz,"1,833"
Intel Core i7-2637M @ 1.70GHz,"1,831"
AMD Phenom II X4 B15e,"1,825"
Intel Core i7-740QM @ 1.73GHz,"1,824"
Intel Core i3-2330E @ 2.20GHz,"1,823"
Intel Core M-5Y70 @ 1.10GHz,"1,823"
AMD Athlon II X3 445,"1,823"
AMD Athlon II X3 450,"1,822"
Samsung Exynos 7904,"1,822"
AMD Phenom 9600B Quad-Core,"1,822"
Mediatek MT6765,"1,819"
"Qualcomm Technologies, Inc APQ8094","1,818"
AMD A8-7410 APU,"1,816"
MediaTek MT6765V/CA,"1,814"
Intel Core2 Quad Q6600 @ 2.40GHz,"1,814"
AArch64 rev 4 (aarch64),"1,813"
Intel Core i5-540M @ 2.53GHz,"1,812"
AMD Athlon X4 620,"1,810"
Intel Celeron 4305U @ 2.20GHz,"1,807"
"Qualcomm Technologies, Inc MSM8953","1,806"
Spreadtrum T603,"1,801"
AMD A8-5557M APU,"1,801"
AMD A6-7470K,"1,799"
Mediatek MT6762,"1,799"
AMD Phenom II X940 Quad-Core,"1,797"
AMD Opteron 1381,"1,797"
AMD PRO A4-3350B APU,"1,797"
AMD GX-420MC SOC,"1,796"
Intel Atom C3508 @ 1.60GHz,"1,796"
AMD Athlon II X4 600e,"1,795"
MT6763V/CT,"1,794"
AMD Athlon X4 530,"1,786"
Mediatek MT8768WE,"1,785"
AMD GX-424CC SOC,"1,785"
AMD Phenom X4 Quad-Core GP-9730,"1,784"
AMD Athlon X3 455,"1,783"
AMD Athlon 5350 APU,"1,783"
AMD Athlon X3 435,"1,781"
AMD A10-5745M APU,"1,779"
MT6765V/WA,"1,778"
AMD GX-420CA SOC,"1,777"
Intel Core2 Quad Q8200 @ 2.33GHz,"1,777"
AMD Phenom II X4 910,"1,776"
Intel Core i7-820QM @ 1.73GHz,"1,774"
Intel Core i3-4000M @ 2.40GHz,"1,773"
AMD R-464L APU,"1,773"
Samsung Exynos 7880,"1,772"
ASUS Tinker Board 2/2S,"1,771"
MT6757WD,"1,771"
AMD PRO A6-9500,"1,770"
Intel Xeon L5408 @ 2.13GHz,"1,769"
AMD Phenom II N830 3+1,"1,768"
Intel Celeron G1840 @ 2.80GHz,"1,768"
Mediatek MT6765V/WB,"1,764"
AMD A8-6410 APU,"1,761"
MediaTek MT6757CD,"1,761"
AMD A10-4657M APU,"1,759"
Intel Pentium G3250T @ 2.80GHz,"1,757"
AMD A6-9500E,"1,756"
Intel Pentium G3260T @ 2.90GHz,"1,755"
"Qualcomm Technologies, Inc MSM8976","1,754"
Intel Pentium G2030 @ 3.00GHz,"1,745"
AMD Opteron 2373 EE,"1,744"
Intel Celeron 3965U @ 2.20GHz,"1,743"
HP Hexa-Core 2.0GHz,"1,741"
AMD Phenom II X3 B75,"1,738"
AMD A10-7300 APU,"1,738"
MT6752M,"1,735"
MT6762,"1,735"
AMD Opteron 2356,"1,733"
AMD A6-7310 APU,"1,732"
MT6752,"1,728"
AMD Phenom X2 Dual-Core GE-6060,"1,722"
AMD Phenom 9850 Quad-Core,"1,722"
Intel Xeon E5405 @ 2.00GHz,"1,718"
Intel Core i5-520M @ 2.40GHz,"1,716"
"Qualcomm Technologies, Inc APQ8096","1,715"
Intel Core i5-2557M @ 1.70GHz,"1,713"
AMD Phenom 9650 Quad-Core,"1,713"
AMD Athlon II X3 440,"1,712"
Intel Celeron G1630 @ 2.80GHz,"1,707"
Intel Celeron G1820 @ 2.70GHz,"1,707"
Intel Core i3-560 @ 3.33GHz,"1,706"
Unisoc UIS8581A,"1,704"
AMD Opteron 1356,"1,703"
Intel Pentium 4425Y @ 1.70GHz,"1,701"
AMD Phenom FX-5200 Quad-Core,"1,699"
Intel Celeron 4305UE @ 2.00GHz,"1,699"
Intel Atom x6211E @ 1.20GHz,"1,695"
Intel Pentium G2100T @ 2.60GHz,"1,691"
Intel Core i3-3120M @ 2.50GHz,"1,690"
MediaTek MT8768WA,"1,688"
AMD A8-3550MX APU,"1,687"
AMD Phenom II N970 Quad-Core,"1,687"
Intel Core i7-2617M @ 1.50GHz,"1,687"
AMD A6 PRO-7400B,"1,684"
Intel Pentium G2020 @ 2.90GHz,"1,681"
Intel Xeon L5335 @ 2.00GHz,"1,678"
AMD A8-4500M APU,"1,676"
"Qualcomm Technologies, Inc APQ8076","1,673"
Spreadtrum SC9863A Board,"1,671"
QTI SDM450,"1,669"
AMD Phenom II X920 Quad-Core,"1,669"
AMD A4-7210 APU,"1,668"
AMD A6-6310 APU,"1,666"
AMD PRO A6-9500E,"1,662"
Intel Core i3-4005U @ 1.70GHz,"1,662"
Intel Core i7-720QM @ 1.60GHz,"1,660"
AMD A6-5200 APU,"1,660"
Qualcomm MSM8996PRO-AB,"1,658"
AMD A9-9430,"1,658"
AMD A4-6250J APU,"1,656"
AMD Phenom 9550 Quad-Core,"1,656"
AMD A10-4655M APU,"1,655"
Intel Core i3-4030Y @ 1.60GHz,"1,654"
ARM Falkor V1/Kryo 8 Core 1900 MHz,"1,652"
Intel Core i3-4010U @ 1.70GHz,"1,651"
AMD Phenom X4 Quad-Core GP-9600,"1,649"
AMD A6-3600 APU,"1,645"
AMD A4 PRO-3340B,"1,645"
AMD Athlon II X3 435,"1,644"
AMD PRO A6-8570E,"1,642"
AMD A8-7100 APU,"1,641"
Nvidia Tegra T210,"1,635"
Intel Core i3-3110M @ 2.40GHz,"1,635"
AMD PRO A4-8350B,"1,635"
Intel Celeron G1820T @ 2.40GHz,"1,631"
Intel Pentium G3240T @ 2.70GHz,"1,630"
AMD Embedded R-Series RX-216GD,"1,628"
Intel Core M-5Y10 @ 0.80GHz,"1,628"
AMD Athlon X3 445,"1,626"
AMD A6-7400K APU,"1,623"
Intel Pentium G2010 @ 2.80GHz,"1,620"
MediaTek MT6765G,"1,619"
Intel Core i5 E 520 @ 2.40GHz,"1,619"
AMD A6-6400B APU,"1,616"
AMD A8-3510MX APU,"1,614"
Intel Pentium G2120T @ 2.70GHz,"1,613"
High Performance Datacenter v,"1,610"
Intel Core i3-550 @ 3.20GHz,"1,610"
MT6755V/W,"1,608"
Intel Celeron 2000E @ 2.20GHz,"1,607"
MediaTek MT6797T,"1,605"
AMD A6-8550,"1,604"
AMD GX-416RA SOC,"1,604"
AMD PRO A6-8500B,"1,601"
Intel Pentium G3220T @ 2.60GHz,"1,600"
AMD Phenom FX-5000 Quad-Core,"1,599"
Z3-6540M@2.1GHz,"1,599"
Intel Pentium 4415Y @ 1.60GHz,"1,592"
Intel Core i5-4220Y @ 1.60GHz,"1,591"
Intel Core i5-3339Y @ 1.50GHz,"1,589"
Qualcomm MSM8953,"1,589"
Intel Celeron J4005 @ 2.00GHz,"1,588"
MediaTek MT6762V/CB,"1,584"
AMD Phenom II N930 Quad-Core,"1,584"
Intel Pentium G2030T @ 2.60GHz,"1,581"
Intel Core2 Quad Q9000 @ 2.00GHz,"1,579"
ARM phytium FT1500a 4 Core 2000 MHz,"1,579"
AMD Embedded G-Series GX-420GI Radeon R7E,"1,579"
AMD Phenom 9600 Quad-Core,"1,577"
Intel Core i5-4210Y @ 1.50GHz,"1,577"
Intel Celeron G1840T @ 2.50GHz,"1,576"
AMD A6-6420K APU,"1,576"
AMD A8-3530MX APU,"1,572"
Intel Pentium G3320TE @ 2.30GHz,"1,570"
MediaTek MT6762V/WD,"1,570"
MediaTek MT6763V/V,"1,569"
Spreadtrum T310,"1,569"
QTI SDM439,"1,568"
AMD Phenom X2 Dual-Core GE-5060,"1,566"
MediaTek MT6762V/WR,"1,563"
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,"1,561"
AMD Athlon II X3 425,"1,561"
Intel Celeron G1830 @ 2.80GHz,"1,560"
Intel Celeron G1620 @ 2.70GHz,"1,560"
AMD Phenom II N950 Quad-Core,"1,558"
Intel Core i5-4200Y @ 1.40GHz,"1,558"
Mediatek MT6765V/XBA,"1,557"
AMD Athlon II X3 420e,"1,557"
Samsung Exynos 7884,"1,556"
"Qualcomm Technologies, Inc MSM8996pro","1,555"
MT6755V/C,"1,554"
AMD Phenom II X3 720,"1,554"
AMD Phenom II X3 710,"1,551"
AMD Phenom 9350e Quad-Core,"1,550"
MediaTek MT6757V,"1,550"
AMD A6-6420B APU,"1,550"
Intel Celeron N4020 @ 1.10GHz,"1,549"
Intel Xeon E5335 @ 2.00GHz,"1,549"
AMD Phenom 9500 Quad-Core,"1,549"
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,"1,547"
AMD Opteron 1352,"1,547"
MT6763V/B,"1,544"
Intel Atom x6414RE @ 1.50GHz,"1,544"
AMD A4 PRO-7350B,"1,544"
AMD A8-5545M APU,"1,543"
Apple A8,"1,542"
Intel Celeron G1620T @ 2.40GHz,"1,541"
AMD R-460L APU,"1,538"
AMD Phenom II X3 B73,"1,538"
Intel Core i3-540 @ 3.07GHz,"1,535"
AMD A4-6320 APU,"1,530"
Intel Celeron N4020C @ 1.10GHz,"1,529"
AMD A8 PRO-7150B APU,"1,528"
Samsung A13 USA SINGLE REV02B board based on EXYNO,"1,528"
AMD A4-7300 APU,"1,528"
Intel Pentium 4405Y @ 1.50GHz,"1,526"
Mediatek MT8768A,"1,524"
Intel Xeon X5270 @ 3.50GHz,"1,524"
AMD A9-9410,"1,522"
AMD Phenom 9750B Quad-Core,"1,520"
Intel Core i3-2120T @ 2.60GHz,"1,520"
Intel Xeon E5504 @ 2.00GHz,"1,519"
"Qualcomm Technologies, Inc SDA450","1,518"
Intel Celeron G1610 @ 2.60GHz,"1,517"
AMD Athlon X3 425,"1,516"
Intel Pentium G870 @ 3.10GHz,"1,516"
Intel Core i5-4302Y @ 1.60GHz,"1,516"
AMD E2-7110 APU,"1,515"
Intel Celeron J4025 @ 2.00GHz,"1,515"
AMD Opteron 2354,"1,509"
Intel Celeron 3955U @ 2.00GHz,"1,507"
Intel Core i7-640LM @ 2.13GHz,"1,507"
AMD A9-9425,"1,506"
AMD Phenom II X4 900e,"1,505"
AMD Athlon X2 370K Dual Core,"1,504"
Intel Celeron 2970M @ 2.20GHz,"1,501"
Intel Pentium 3560M @ 2.40GHz,"1,499"
Intel Core i5-4202Y @ 1.60GHz,"1,498"
AMD A9-9420,"1,497"
Intel Core i3-530 @ 2.93GHz,"1,492"
ZHAOXIN KaiXian ZX-D D4600@2.0GHz,"1,492"
AMD A4-6210 APU,"1,491"
Intel Core i3-2100T @ 2.50GHz,"1,488"
AMD A6-6400K APU,"1,480"
"Qualcomm Technologies, Inc MSM8956","1,480"
Intel Core i5-4300Y @ 1.60GHz,"1,477"
AMD A4 PRO-7300B APU,"1,477"
AMD Opteron X3216 APU,"1,475"
Intel Core m5-7Y54 @ 1.20GHz,"1,475"
Pentium Dual-Core E6000 @ 3.46GHz,"1,472"
MediaTek MT6762V/WA,"1,470"
Intel Pentium G860 @ 3.00GHz,"1,470"
Intel Xeon E7320 @ 2.13GHz,"1,469"
"Qualcomm Technologies, Inc SDM439","1,469"
Intel Xeon E5320 @ 1.86GHz,"1,469"
Intel Pentium J3710 @ 1.60GHz,"1,463"
Intel Celeron 3867U @ 1.80GHz,"1,462"
AMD Phenom 8600B Triple-Core,"1,461"
Intel Core i3-4020Y @ 1.50GHz,"1,456"
Rockchip RK3399 Board (Android),"1,456"
AMD Phenom 9450e Quad-Core,"1,455"
Intel Pentium 4410Y @ 1.50GHz,"1,452"
Intel Celeron 5205U @ 1.90GHz,"1,452"
Intel Xeon X5272 @ 3.40GHz,"1,451"
AMD Phenom II X3 700e,"1,451"
AMD A6-5400B APU,"1,451"
AMD Opteron 1354,"1,449"
Intel Xeon E5240 @ 3.00GHz,"1,448"
AMD A6-3430MX APU,"1,448"
AMD A8-3520M APU,"1,448"
AMD Phenom 8750 Triple-Core,"1,445"
AMD A6-8500P,"1,445"
AMD Phenom II X2 565,"1,442"
AMD Athlon II X3 415e,"1,441"
Intel Core i7-620LM @ 2.00GHz,"1,440"
AMD Athlon X3 440,"1,438"
Intel Core i5-2467M @ 1.60GHz,"1,438"
Spreadtrum SC9863A,"1,435"
Intel Pentium G850 @ 2.90GHz,"1,433"
AMD A4-6300 APU,"1,432"
MediaTek MT6762V/WB,"1,431"
AMD Phenom II X2 B59,"1,431"
Intel Pentium G2020T @ 2.50GHz,"1,430"
Intel Xeon E3113 @ 3.00GHz,"1,429"
ARM Cortex-A73 6 Core 2016 MHz,"1,428"
Unisoc SC9863a,"1,428"
AMD A10 Micro-6700T APU,"1,426"
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP","1,426"
Samsung M13 EUR OPEN REV02 board based on EXYNOS85,"1,425"
Intel Atom C2558 @ 2.40GHz,"1,424"
AMD Phenom II X3 740,"1,424"
Qualcomm MSM8996,"1,424"
Intel Atom C2550 @ 2.40GHz,"1,422"
Intel Celeron N4000 @ 1.10GHz,"1,421"
"Qualcomm Technologies, Inc MSM8996","1,421"
MT6750V/C,"1,417"
AMD A6-3500 APU,"1,417"
Unisoc T310,"1,417"
Hisilicon Kirin 930,"1,415"
AMD Phenom 9150e Quad-Core,"1,414"
Intel Pentium 2030M @ 2.50GHz,"1,413"
AMD GX-415GA SOC,"1,413"
AMD A8-3500M APU,"1,412"
Intel Core i7-2610UE @ 1.50GHz,"1,409"
Intel Xeon E3120 @ 3.16GHz,"1,408"
Intel Core2 Duo E8290 @ 2.83GHz,"1,408"
Intel Xeon E3-1220L v3 @ 1.10GHz,"1,407"
MT8176,"1,406"
Intel Celeron 1020E @ 2.20GHz,"1,406"
Unisoc SC9863A1,"1,399"
Intel Celeron N4000C @ 1.10GHz,"1,397"
MT6755V/WS,"1,389"
Intel Pentium G645 @ 2.90GHz,"1,388"
Intel Celeron G555 @ 2.70GHz,"1,388"
AMD Athlon 5150 APU,"1,388"
Intel Pentium N3710 @ 1.60GHz,"1,386"
AMD Phenom II P960 Quad-Core,"1,386"
AMD E1-6050J APU ,"1,385"
Intel Xeon L5310 @ 1.60GHz,"1,385"
Intel Pentium G6951 @ 2.80GHz,"1,383"
Intel Pentium 2020M @ 2.40GHz,"1,381"
Intel Pentium 3825U @ 1.90GHz,"1,378"
Intel Celeron G1610T @ 2.30GHz,"1,377"
AMD PRO A6-7350B,"1,376"
AMD Phenom II X2 560,"1,375"
MT6763V/WT,"1,375"
AMD Phenom II X2 521,"1,374"
AMD PRO A6-9500B,"1,371"
Intel Core2 Duo E8600 @ 3.33GHz,"1,370"
ARM Cortex-A73 4 Core 1844 MHz,"1,368"
Intel Core i3-2370M @ 2.40GHz,"1,366"
AMD A4-5300 APU,"1,364"
Samsung EXYNOS5430,"1,364"
Intel Celeron 4205U @ 1.80GHz,"1,363"
Intel Core i3-3217UE @ 1.60GHz,"1,362"
AMD Phenom II X2 570,"1,360"
Intel Core i3-4010Y @ 1.30GHz,"1,358"
AMD Athlon II X2 280,"1,355"
Qualcomm,"1,354"
Intel Core i3-2332M @ 2.20GHz,"1,353"
VIA QuadCore C4650@2.0GHz,"1,352"
Intel Pentium G640 @ 2.80GHz,"1,351"
AMD A4-5100 APU,"1,346"
AMD A9-9400,"1,346"
AMD A8-4555M APU,"1,341"
Intel Xeon L3110 @ 3.00GHz,"1,338"
Intel Xeon L5240 @ 3.00GHz,"1,337"
"Qualcomm Technologies, Inc SDM450","1,336"
AMD A6-9225,"1,332"
AMD Athlon II X3 405e,"1,331"
Intel Atom x7-Z8700 @ 1.60GHz,"1,331"
Intel Pentium 3550M @ 2.30GHz,"1,330"
AMD A4-5050 APU,"1,328"
AMD A4-6300B APU,"1,328"
AMD Athlon X2 280,"1,327"
Intel Core i5 750S @ 2.40GHz,"1,326"
AMD Phenom II N870 Triple-Core,"1,324"
Intel Xeon @ 2.20GHz,"1,324"
Intel Pentium G630 @ 2.70GHz,"1,322"
AMD Athlon II X3 400e,"1,320"
AMD Phenom II P940 Quad-Core,"1,319"
Intel Core i5-480M @ 2.67GHz,"1,318"
AMD Opteron 2393 SE,"1,317"
Intel Celeron 3865U @ 1.80GHz,"1,316"
Qualcomm Snapdragon 810,"1,316"
MT8768WE,"1,314"
ARM Cortex-A73 6 Core 1992 MHz,"1,311"
AMD Athlon X2 340 Dual Core,"1,307"
ARM Cortex-A57 4 Core 2091 MHz,"1,307"
Intel Xeon E5310 @ 1.60GHz,"1,306"
ARM Cortex-A15 4 Core 1500 MHz,"1,304"
AMD A6-9230,"1,303"
AMD Phenom II X2 555,"1,301"
Intel Core i5-460M @ 2.53GHz,"1,298"
AMD Phenom X4 Quad-Core GP-9500,"1,297"
ARM Cortex-A72 4 Core 2400 MHz,"1,295"
AMD Athlon X2 450,"1,295"
AMD A4-5000 APU,"1,293"
Intel Pentium G6960 @ 2.93GHz,"1,293"
Intel Xeon X3210 @ 2.13GHz,"1,293"
AMD A6-3420M APU,"1,292"
Hisilicon Kirin 935,"1,291"
MT6795,"1,290"
Intel Atom x7-Z8750 @ 1.60GHz,"1,289"
AMD Athlon II X2 270,"1,289"
AMD Phenom II N850 Triple-Core,"1,288"
Intel Core i7-660UM @ 1.33GHz,"1,284"
AMD Phenom 8850B Triple-Core,"1,281"
Unisoc UIS8581E,"1,279"
Intel Core i3-3227U @ 1.90GHz,"1,279"
AMD Phenom 9100e Quad-Core,"1,279"
Intel Core i3-4012Y @ 1.50GHz,"1,278"
MT6755,"1,278"
AMD Sempron 240,"1,278"
Intel Celeron 3855U @ 1.60GHz,"1,277"
Intel Celeron 1020M @ 2.10GHz,"1,275"
AMD A6-9220,"1,274"
Mediatek MT8365,"1,274"
Intel Core i3-2348M @ 2.30GHz,"1,273"
AMD Embedded G-Series GX-224IJ Radeon R4E,"1,271"
MT6750V/DN,"1,271"
AMD Athlon II X2 B28,"1,269"
Samsung M13 SWA INS 00 board based on EXYNOS850,"1,269"
AMD A4-4020 APU,"1,268"
AMD Athlon II X2 265,"1,265"
AMD Phenom II X2 511,"1,265"
Intel Celeron J3160 @ 1.60GHz,"1,265"
AMD A6-3410MX APU,"1,263"
AMD A6-5400K APU,"1,262"
AMD Phenom II X620 Dual-Core,"1,262"
Intel Core i3-330E @ 2.13GHz,"1,260"
Intel Core i3-2350M @ 2.30GHz,"1,257"
Intel Core2 Duo E8500 @ 3.16GHz,"1,257"
Qualcomm MSM8992,"1,255"
ARM Cortex-A72 4 Core 2394 MHz,"1,254"
AMD A4-5300B APU,"1,254"
Intel Pentium J2900 @ 2.41GHz,"1,253"
Intel Celeron 3765U @ 1.90GHz,"1,252"
Intel Celeron G550 @ 2.60GHz,"1,250"
AMD Phenom II P860 Triple-Core,"1,250"
Intel Pentium A1020 @ 2.41GHz,"1,249"
AMD Phenom II X2 B57,"1,247"
Rockchip RK,"1,246"
Intel Core i3-390M @ 2.67GHz,"1,245"
Intel Pentium N3700 @ 1.60GHz,"1,242"
Intel Xeon E3110 @ 3.00GHz,"1,242"
BCM2835,"1,239"
Intel Pentium G6950 @ 2.80GHz,"1,238"
Intel Pentium G840 @ 2.80GHz,"1,238"
Intel Xeon X5260 @ 3.33GHz,"1,238"
AMD A6-9210,"1,238"
AMD Phenom 8650 Triple-Core,"1,237"
MediaTek MT6762V/CA,"1,236"
Intel Core i3-2328M @ 2.20GHz,"1,236"
Intel Atom x5-Z8500 @ 1.44GHz,"1,236"
Intel Core i5-450M @ 2.40GHz,"1,234"
Samsung A13 EUR OPEN REV02B board based on EXYNOS8,"1,230"
Intel Celeron 2950M @ 2.00GHz,"1,229"
MT6755M,"1,229"
ARM Cortex-A57 4 Core 2014 MHz,"1,229"
AMD Phenom II N830 Triple-Core,"1,229"
AMD Phenom X4 Quad-Core GP-9530,"1,228"
Intel Pentium G645T @ 2.50GHz,"1,228"
Intel Core i3-2330M @ 2.20GHz,"1,226"
AMD Phenom 8450e Triple-Core,"1,225"
Nvidia Tegra T132,"1,224"
AMD Phenom II X3 705e,"1,222"
AMD Phenom II X2 545,"1,222"
Intel Core i3-2310M @ 2.10GHz,"1,220"
Intel Core i3-3217U @ 1.80GHz,"1,220"
MT6755V/BM,"1,219"
AMD A4-9120,"1,219"
MediaTek MT6762G,"1,219"
Mediatek MT8766B,"1,217"
AMD Phenom 8450 Triple-Core,"1,216"
AMD R-272F APU,"1,215"
AMD A6-5350M APU,"1,215"
Intel Pentium G620 @ 2.60GHz,"1,212"
Intel Core2 Duo T9800 @ 2.93GHz,"1,211"
AMD A4-9125,"1,211"
Intel Pentium N3540 @ 2.16GHz,"1,210"
AMD Phenom 8600 Triple-Core,"1,210"
Intel Pentium A1018 @ 2.10GHz,"1,210"
Intel Core i3-380M @ 2.53GHz,"1,203"
Intel Core i5-2537M @ 1.40GHz,"1,202"
Intel Pentium N3530 @ 2.16GHz,"1,201"
Intel Core i5-430M @ 2.27GHz,"1,201"
AMD Opteron 2222,"1,198"
Intel Core2 Duo E8400 @ 3.00GHz,"1,198"
Intel Celeron J3355 @ 2.00GHz,"1,197"
Intel Celeron N3150 @ 1.60GHz,"1,197"
ROC-RK3568-PC HDMI (Android),"1,197"
Intel Core i7-680UM @ 1.47GHz,"1,196"
MT6762V/CR,"1,194"
Intel Celeron 3965Y @ 1.50GHz,"1,194"
AMD Athlon II X2 B26,"1,193"
AMD A6-3400M APU,"1,190"
Intel Atom Z3795 @ 1.60GHz,"1,188"
AMD Phenom 8750B Triple-Core,"1,188"
MediaTek MT6750T,"1,187"
ARM Cortex-A73 4 Core 2100 MHz,"1,185"
AMD Phenom II X2 B55,"1,183"
Intel Core i7-640UM @ 1.20GHz,"1,183"
ARM Cortex-A72 6 Core 1512 MHz,"1,183"
Intel Celeron 3755U @ 1.70GHz,"1,182"
Intel Pentium 3805U @ 1.90GHz,"1,180"
Qualcomm MSM8939,"1,180"
Intel Celeron N3160 @ 1.60GHz,"1,180"
Intel Core2 Duo T9900 @ 3.06GHz,"1,179"
Intel Pentium E5800 @ 3.20GHz,"1,173"
Intel Celeron G540 @ 2.50GHz,"1,172"
AMD Athlon II X2 245e,"1,171"
Intel Core i3-2312M @ 2.10GHz,"1,171"
Intel Core2 Extreme X9100 @ 3.06GHz,"1,171"
ARM Cortex-A57 4 Core 1734 MHz,"1,170"
AMD Athlon II X2 255,"1,170"
Intel Pentium E6700 @ 3.20GHz,"1,169"
AMD Athlon II X2 260,"1,167"
Mediatek MT6761,"1,166"
AMD A6-5357M APU,"1,165"
AMD Phenom II X640 Dual-Core,"1,165"
Intel Pentium E6800 @ 3.33GHz,"1,164"
AMD Phenom 8400 Triple-Core,"1,164"
Samsung EXYNOS5433,"1,163"
Intel Xeon W3505 @ 2.53GHz,"1,161"
MT6757WH,"1,161"
Intel Atom x5-Z8550 @ 1.44GHz,"1,160"
ARM Cortex-A15 8 Core 1400 MHz,"1,160"
Intel Core2 Duo E7600 @ 3.06GHz,"1,159"
MTK6757,"1,158"
AMD Phenom II X2 550,"1,158"
AMD QC-4000,"1,155"
AMD Athlon II X2 250e,"1,155"
MediaTek MT6750V/WT,"1,153"
AMD A4-4000 APU,"1,153"
AMD A8-7050,"1,152"
Intel Celeron J1900 @ 1.99GHz,"1,151"
MediaTek MT6753T,"1,149"
AMD E2-3800 APU,"1,148"
Intel Pentium E6500 @ 2.93GHz,"1,148"
AMD Phenom II P840 Triple-Core,"1,148"
Intel Core i3-370M @ 2.40GHz,"1,146"
AMD A6 Micro-6500T APU,"1,146"
Rockchip RK3399 Excavator Board edp avb (Android),"1,143"
AMD Sempron 3850 APU,"1,142"
AMD Phenom 8850 Triple-Core,"1,142"
Intel Pentium N3520 @ 2.16GHz,"1,141"
Intel Pentium G640T @ 2.40GHz,"1,139"
AMD Athlon II X2 250,"1,139"
Intel Core2 Extreme X7800 @ 2.60GHz,"1,138"
AMD Phenom II X2 B53,"1,137"
Intel Celeron G540T @ 2.10GHz,"1,137"
Intel Core2 Duo E7500 @ 2.93GHz,"1,131"
Intel Core2 Duo P9700 @ 2.80GHz,"1,131"
AMD PRO A6-8530B,"1,127"
ARM Cortex-A15 4 Core 1400 MHz,"1,126"
AMD E2-6110 APU,"1,126"
mocha,"1,125"
AMD PRO A4-4350B,"1,123"
"Qualcomm Technologies, Inc SCUBAPIIOT","1,123"
MT8768WD,"1,122"
AMD A6-5345M APU,"1,122"
Intel Pentium E6600 @ 3.06GHz,"1,121"
AMD Athlon II X2 B24,"1,120"
Intel Core2 Duo E6850 @ 3.00GHz,"1,118"
Intel Celeron 3215U @ 1.70GHz,"1,118"
Intel Xeon L5320 @ 1.86GHz,"1,118"
Intel Celeron G530 @ 2.40GHz,"1,117"
AMD A6-9200,"1,117"
Intel Xeon W3503 @ 2.40GHz,"1,116"
AMD Phenom 8250 Triple-Core,"1,114"
Intel Core2 Duo E8135 @ 2.66GHz,"1,112"
Intel Atom x6214RE @ 1.40GHz,"1,109"
Intel Core2 Duo E8200 @ 2.66GHz,"1,108"
AMD A9-9420e,"1,108"
Intel Celeron N3350 @ 1.10GHz,"1,106"
AMD Opteron 2220,"1,106"
